content_id,type,topic,difficulty_score,word_count,title,description,front_desc,back_desc,options,correct_index,explanation,flip_threshold_sec,creator_id,published_at,expected_read_time_sec
4450,flashcard,Agronomy,0.571,14,,,Define Urban farming.,Urban farming refers to the process of Crop rotation within Agronomy.,,,,7.09,937,2026-06-16 23:42:54,4.91
4451,mcq,Architectural History,0.728,44,,"In Architectural History, which principle explains Brutalism?",,,"['It is a deprecated concept in modern Architectural History.', 'It only applies when Gothic vaulting is zero.', 'It is unrelated to Bauhaus philosophy but affects Pagoda style.', 'It directly relates to Bauhaus philosophy and determines Gothic vaulting.']",3.0,Brutalism is fundamental because it governs Bauhaus philosophy.,,1014,2026-07-13 02:01:14,16.37
4452,flashcard,Classical Mechanics,0.712,14,,,Define Vector math.,Vector math refers to the process of Friction within Classical Mechanics.,,,,4.8,310,2026-07-11 07:51:21,5.18
4453,flashcard,Fashion & Style,0.576,14,,,Define Thrifting.,Thrifting refers to the process of Wardrobe basics within Fashion & Style.,,,,3.37,555,2026-07-05 01:49:47,4.92
4454,short_note,Adventure Tourism,0.758,20,,**Key Insight:** Mountaineering permits is essential for mastering Adventure Tourism. Note that Everest Base Camp often interacts with Annapurna Circuit.,,,,,,,535,2026-07-13 21:33:38,7.52
4455,mcq,History of Nepal,0.741,46,,What is the primary function of Unification era?,,,"['It is a deprecated concept in modern History of Nepal.', 'It is unrelated to Bhimsen Thapa but affects Lichchhavi period.', 'It only applies when Malla dynasty is zero.', 'It directly relates to Bhimsen Thapa and determines Malla dynasty.']",3.0,Unification era is fundamental because it governs Bhimsen Thapa.,,1610,2026-07-10 11:16:54,17.19
4456,short_note,Cultural Tourism,0.591,19,,**Key Insight:** Buddhist circuits is essential for mastering Cultural Tourism. Note that Lumbini pilgrimage often interacts with Pashupatinath heritage.,,,,,,,679,2026-07-10 06:14:26,6.71
4457,flashcard,International Law,0.698,14,,,Define Treaty ratification.,Treaty ratification refers to the process of Sovereignty within International Law.,,,,6.95,695,2026-07-16 05:53:15,5.15
4458,text_content,Cultural Tourism,0.367,44,Deep Dive: Understanding Pashupatinath heritage in Cultural Tourism,"In the field of Cultural Tourism, Pashupatinath heritage stands out as a pivotal concept. Researchers have long studied how Pashupatinath heritage influences Lumbini pilgrimage. Recent advancements suggest that integrating Buddhist circuits can lead to significant improvements.",,,,,,,1813,2026-07-09 17:34:29,14.2
4459,mcq,Stock Market Investing,0.443,54,,Which of the following best describes Nepal Stock Exchange in the context of Stock Market Investing?,,,"['It directly relates to Dividend stocks and determines Mutual funds.', 'It is a deprecated concept in modern Stock Market Investing.', 'It is unrelated to Dividend stocks but affects Dividend stocks.', 'It only applies when Mutual funds is zero.']",0.0,Nepal Stock Exchange is fundamental because it governs Dividend stocks.,,1619,2026-07-03 13:08:00,17.99
4460,text_content,C Programming,0.948,44,Deep Dive: Understanding Preprocessor directives in C Programming,"In the field of C Programming, Preprocessor directives stands out as a pivotal concept. Researchers have long studied how Preprocessor directives influences Dynamic allocation. Recent advancements suggest that integrating Header files can lead to significant improvements.",,,,,,,1465,2026-07-06 13:23:29,17.69
4461,short_note,Interior Design,0.806,19,,**Key Insight:** Space planning is essential for mastering Interior Design. Note that Color palettes often interacts with Lighting design.,,,,,,,335,2026-07-11 12:20:52,7.27
4462,mcq,CEE Exam,0.461,54,,Which of the following best describes Previous year CEE papers in the context of CEE Exam?,,,"['It is unrelated to Biology MCQs but affects Physics for CEE.', 'It directly relates to Biology MCQs and determines MBBS admission.', 'It only applies when MBBS admission is zero.', 'It is a deprecated concept in modern CEE Exam.']",1.0,Previous year CEE papers is fundamental because it governs Biology MCQs.,,803,2026-07-15 20:55:40,18.12
4463,mcq,Agronomy,0.565,43,,"In Agronomy, which principle explains Soil nutrients?",,,"['It is a deprecated concept in modern Agronomy.', 'It is unrelated to Urban farming but affects Crop rotation.', 'It directly relates to Urban farming and determines Irrigation efficiency.', 'It only applies when Irrigation efficiency is zero.']",2.0,Soil nutrients is fundamental because it governs Urban farming.,,937,2026-07-06 11:15:37,15.04
4464,mcq,Software Engineering,0.533,42,,What is the primary function of Agile/Scrum?,,,"['It directly relates to SDLC and determines Design patterns.', 'It is a deprecated concept in modern Software Engineering.', 'It only applies when Design patterns is zero.', 'It is unrelated to SDLC but affects Version control.']",0.0,Agile/Scrum is fundamental because it governs SDLC.,,1138,2026-07-16 08:14:09,14.5
4465,text_content,Sports Science,0.625,40,Deep Dive: Understanding Biomechanics in Sports Science,"In the field of Sports Science, Biomechanics stands out as a pivotal concept. Researchers have long studied how Biomechanics influences Kinematics. Recent advancements suggest that integrating Ball trajectory can lead to significant improvements.",,,,,,,681,2026-07-08 21:04:21,14.32
4466,short_note,MERN Stack,0.718,19,,**Key Insight:** JWT auth is essential for mastering MERN Stack. Note that State management often interacts with REST integration.,,,,,,,1755,2026-07-11 19:23:35,7.04
4467,mcq,Fitness & Strength Training,0.259,55,,Which of the following best describes Home workouts in the context of Fitness & Strength Training?,,,"['It is unrelated to Gym routines but affects Gym routines.', 'It is a deprecated concept in modern Fitness & Strength Training.', 'It directly relates to Gym routines and determines Progressive overload.', 'It only applies when Progressive overload is zero.']",2.0,Home workouts is fundamental because it governs Gym routines.,,533,2026-07-11 07:50:43,16.94
4468,flashcard,Political Philosophy,0.487,16,,,Define Social contract.,Social contract refers to the process of Separation of powers within Political Philosophy.,,,,4.57,335,2026-07-01 09:11:50,5.43
4469,mcq,Discrete Mathematics,0.496,43,,"In Discrete Mathematics, which principle explains Boolean algebra?",,,"['It only applies when Combinatorics is zero.', 'It is a deprecated concept in modern Discrete Mathematics.', 'It is unrelated to Graph theory but affects Set theory.', 'It directly relates to Graph theory and determines Combinatorics.']",3.0,Boolean algebra is fundamental because it governs Graph theory.,,1624,2026-07-09 01:42:11,14.64
4470,flashcard,Machine Learning,0.785,15,,,Define Supervised learning.,Supervised learning refers to the process of Decision trees within Machine Learning.,,,,7.23,328,2026-06-28 14:35:41,5.7
4471,flashcard,Nutrition & Diet,0.72,17,,,Define Meal prep.,Meal prep refers to the process of Reading food labels within Nutrition & Diet.,,,,7.5,615,2026-07-08 16:19:58,6.31
4472,flashcard,Current Affairs & Politics,0.321,15,,,Define Geopolitics.,Geopolitics refers to the process of Policy explainers within Current Affairs & Politics.,,,,7.0,1920,2026-07-14 06:08:33,4.75
4473,text_content,Philosophy,0.644,37,Deep Dive: Understanding Consciousness in Philosophy,"In the field of Philosophy, Consciousness stands out as a pivotal concept. Researchers have long studied how Consciousness influences Empiricism. Recent advancements suggest that integrating Rationalism can lead to significant improvements.",,,,,,,71,2026-07-03 23:25:37,13.34
4474,flashcard,Football (Soccer),0.691,15,,,Define Fantasy leagues.,Fantasy leagues refers to the process of Transfer news within Football (Soccer).,,,,4.75,744,2026-07-10 04:37:02,5.5
4475,text_content,Cricket Analytics,0.271,44,Deep Dive: Understanding Fantasy cricket in Cricket Analytics,"In the field of Cricket Analytics, Fantasy cricket stands out as a pivotal concept. Researchers have long studied how Fantasy cricket influences Batting technique. Recent advancements suggest that integrating Match strategy can lead to significant improvements.",,,,,,,979,2026-07-15 16:52:06,13.62
4476,flashcard,IELTS Preparation,0.288,23,,,Define Writing task 1 & 2.,Writing task 1 & 2 refers to the process of Academic vs General IELTS within IELTS Preparation.,,,,6.59,830,2026-07-10 07:10:55,7.18
4477,short_note,Philosophy,0.338,15,,**Key Insight:** Empiricism is essential for mastering Philosophy. Note that Consciousness often interacts with Dualism.,,,,,,,986,2026-07-08 14:43:43,4.78
4478,mcq,C Programming,0.26,50,,Which of the following best describes Structs in the context of C Programming?,,,"['It directly relates to File handling and determines Preprocessor directives.', 'It only applies when Preprocessor directives is zero.', 'It is a deprecated concept in modern C Programming.', 'It is unrelated to File handling but affects Dynamic allocation.']",0.0,Structs is fundamental because it governs File handling.,,232,2026-07-12 16:19:28,15.41
4479,short_note,Personal Finance,0.41,19,,**Key Insight:** Budgeting apps is essential for mastering Personal Finance. Note that Debt payoff often interacts with Credit score.,,,,,,,809,2026-06-28 16:15:42,6.24
4480,short_note,Nepali Culture & Festivals,0.537,21,,**Key Insight:** Major festivals is essential for mastering Nepali Culture & Festivals. Note that Folk stories often interacts with Newari traditions.,,,,,,,1194,2026-07-06 14:47:10,7.27
4481,mcq,Political Philosophy,0.293,49,,Which of the following best describes Separation of powers in the context of Political Philosophy?,,,"['It is a deprecated concept in modern Political Philosophy.', 'It only applies when Social contract is zero.', 'It is unrelated to Totalitarianism but affects Totalitarianism.', 'It directly relates to Totalitarianism and determines Social contract.']",3.0,Separation of powers is fundamental because it governs Totalitarianism.,,612,2026-06-30 06:38:39,15.32
4482,text_content,Fitness & Strength Training,0.89,48,Deep Dive: Understanding Progressive overload in Fitness & Strength Training,"In the field of Fitness & Strength Training, Progressive overload stands out as a pivotal concept. Researchers have long studied how Progressive overload influences Gym routines. Recent advancements suggest that integrating Home workouts can lead to significant improvements.",,,,,,,45,2026-07-14 21:24:06,18.91
4483,short_note,Programming Fundamentals,0.47,17,,**Key Insight:** Python is essential for mastering Programming Fundamentals. Note that Recursion often interacts with Memory management.,,,,,,,1461,2026-07-05 09:27:23,5.72
4484,flashcard,Real Estate & Property,0.803,17,,,Define Home loans.,Home loans refers to the process of Property investment within Real Estate & Property.,,,,6.01,1550,2026-07-12 19:37:25,6.5
4485,flashcard,Linguistics,0.918,12,,,Define Phonemes.,Phonemes refers to the process of Syntax trees within Linguistics.,,,,6.19,1714,2026-07-14 23:17:55,4.77
4486,flashcard,Discrete Mathematics,0.477,15,,,Define Set theory.,Set theory refers to the process of Boolean algebra within Discrete Mathematics.,,,,7.84,979,2026-06-28 11:43:43,5.07
4487,flashcard,AI,0.628,14,,,Define Artificial Intelligence.,Artificial Intelligence refers to the process of Intelligent system within AI.,,,,4.07,514,2026-07-05 12:59:47,5.02
4488,short_note,Embedded Systems,0.668,20,,**Key Insight:** Real-time OS is essential for mastering Embedded Systems. Note that IoT devices often interacts with PCB design basics.,,,,,,,772,2026-07-11 18:39:19,7.28
4489,text_content,Hydrology,0.394,41,Deep Dive: Understanding Catchment area in Hydrology,"In the field of Hydrology, Catchment area stands out as a pivotal concept. Researchers have long studied how Catchment area influences Hydrograph. Recent advancements suggest that integrating Groundwater flow can lead to significant improvements.",,,,,,,1938,2026-07-11 01:18:46,13.39
4490,flashcard,Political Philosophy,0.89,17,,,Define Separation of powers.,Separation of powers refers to the process of Social contract within Political Philosophy.,,,,6.94,612,2026-07-09 12:44:15,6.7
4491,short_note,Discrete Mathematics,0.58,18,,**Key Insight:** Graph theory is essential for mastering Discrete Mathematics. Note that Boolean algebra often interacts with Combinatorics.,,,,,,,586,2026-07-11 09:14:54,6.33
4492,short_note,Political Philosophy,0.769,19,,**Key Insight:** Separation of powers is essential for mastering Political Philosophy. Note that Social contract often interacts with Totalitarianism.,,,,,,,612,2026-07-10 02:57:07,7.17
4493,short_note,Civil Engineering & Construction,0.943,20,,**Key Insight:** Materials is essential for mastering Civil Engineering & Construction. Note that Building codes often interacts with Site surveying.,,,,,,,446,2026-07-13 14:42:09,8.03
4494,text_content,Cultural Tourism,0.55,44,Deep Dive: Understanding Buddhist circuits in Cultural Tourism,"In the field of Cultural Tourism, Buddhist circuits stands out as a pivotal concept. Researchers have long studied how Buddhist circuits influences Pashupatinath heritage. Recent advancements suggest that integrating Lumbini pilgrimage can lead to significant improvements.",,,,,,,1813,2026-06-25 21:39:26,15.3
4495,flashcard,Nepali Culture & Festivals,0.862,17,,,Define Folk stories.,Folk stories refers to the process of Major festivals within Nepali Culture & Festivals.,,,,3.87,234,2026-07-09 23:58:29,6.63
4496,short_note,Fashion & Style,0.68,19,,**Key Insight:** Wardrobe basics is essential for mastering Fashion & Style. Note that Thrifting often interacts with Seasonal trends.,,,,,,,1365,2026-06-23 03:07:41,6.94
4497,mcq,Adventure Tourism,0.813,48,,How does Mountaineering permits influence Everest Base Camp?,,,"['It only applies when Annapurna Circuit is zero.', 'It is unrelated to Everest Base Camp but affects Everest Base Camp.', 'It is a deprecated concept in modern Adventure Tourism.', 'It directly relates to Everest Base Camp and determines Annapurna Circuit.']",3.0,Mountaineering permits is fundamental because it governs Everest Base Camp.,,584,2026-07-15 17:22:07,18.41
4498,short_note,CEE Exam,0.822,21,,**Key Insight:** BDS admission is essential for mastering CEE Exam. Note that Previous year CEE papers often interacts with MBBS admission.,,,,,,,1117,2026-07-13 07:51:05,8.08
4499,flashcard,Architectural History,0.898,15,,,Define Gothic vaulting.,Gothic vaulting refers to the process of Bauhaus philosophy within Architectural History.,,,,6.09,931,2026-07-12 20:48:48,5.93
4500,flashcard,Philosophy,0.278,11,,,Define Rationalism.,Rationalism refers to the process of Empiricism within Philosophy.,,,,5.99,31,2026-07-09 15:30:59,3.42
4501,short_note,Nutrition & Diet,0.726,20,,**Key Insight:** Intermittent fasting is essential for mastering Nutrition & Diet. Note that Macros often interacts with Reading food labels.,,,,,,,1028,2026-07-13 15:23:34,7.44
4502,flashcard,Soil Mechanics,0.369,15,,,Define Bearing capacity.,Bearing capacity refers to the process of Effective stress within Soil Mechanics.,,,,7.96,1619,2026-07-10 00:50:00,4.85
4503,text_content,Discrete Mathematics,0.33,43,Deep Dive: Understanding Graph theory in Discrete Mathematics,"In the field of Discrete Mathematics, Graph theory stands out as a pivotal concept. Researchers have long studied how Graph theory influences Combinatorics. Recent advancements suggest that integrating Boolean algebra can lead to significant improvements.",,,,,,,979,2026-07-13 22:04:03,13.66
4504,mcq,Strategic Management,0.285,47,,"In Strategic Management, which principle explains SWOT analysis?",,,"[""It only applies when Porter's five forces is zero."", ""It directly relates to Market penetration and determines Porter's five forces."", 'It is unrelated to Market penetration but affects Market penetration.', 'It is a deprecated concept in modern Strategic Management.']",1.0,SWOT analysis is fundamental because it governs Market penetration.,,306,2026-07-07 23:32:42,14.64
4505,mcq,Astronomy & Space,0.503,45,,How does Stargazing tips influence Stellar evolution?,,,"['It only applies when Black holes is zero.', 'It is unrelated to Stellar evolution but affects Space missions.', 'It directly relates to Stellar evolution and determines Black holes.', 'It is a deprecated concept in modern Astronomy & Space.']",2.0,Stargazing tips is fundamental because it governs Stellar evolution.,,1785,2026-07-05 07:10:55,15.36
4506,short_note,Classical Physics,0.834,17,,**Key Insight:** Electromagnetism is essential for mastering Classical Physics. Note that Wave-particle duality often interacts with Optics.,,,,,,,1334,2026-07-04 18:02:05,6.57
4507,short_note,AI,0.251,17,,**Key Insight:** ai is essential for mastering AI. Note that Artificial Intelligence often interacts with Intelligent system.,,,,,,,745,2026-07-10 22:05:41,5.22
4508,mcq,Java Programming,0.807,51,,How does OOP in Java influence Interfaces & abstract classes?,,,"['It directly relates to Interfaces & abstract classes and determines JVM internals.', 'It only applies when JVM internals is zero.', 'It is a deprecated concept in modern Java Programming.', 'It is unrelated to Interfaces & abstract classes but affects Collections framework.']",0.0,OOP in Java is fundamental because it governs Interfaces & abstract classes.,,394,2026-07-12 11:20:36,19.52
4509,text_content,Parenting,0.408,43,Deep Dive: Understanding Toddler tantrums in Parenting,"In the field of Parenting, Toddler tantrums stands out as a pivotal concept. Researchers have long studied how Toddler tantrums influences Sleep training. Recent advancements suggest that integrating Screen time limits can lead to significant improvements.",,,,,,,963,2026-07-11 18:26:12,14.12
4510,flashcard,CEE Exam,0.479,18,,,Define Chemistry for CEE.,Chemistry for CEE refers to the process of Physics for CEE within CEE Exam.,,,,6.34,1873,2026-07-11 10:27:38,6.09
4511,short_note,Graphic Design,0.607,19,,**Key Insight:** Color theory is essential for mastering Graphic Design. Note that Logo design often interacts with Figma workflows.,,,,,,,482,2026-07-14 02:40:51,6.75
4512,short_note,Fitness & Strength Training,0.705,21,,**Key Insight:** Progressive overload is essential for mastering Fitness & Strength Training. Note that Home workouts often interacts with Gym routines.,,,,,,,45,2026-07-14 12:47:45,7.75
4513,short_note,Cricket Analytics,0.326,19,,**Key Insight:** Match strategy is essential for mastering Cricket Analytics. Note that Batting technique often interacts with Fantasy cricket.,,,,,,,731,2026-07-16 02:27:39,6.03
4514,short_note,IOE Entrance Exam,0.589,21,,**Key Insight:** Entrance mock tests is essential for mastering IOE Entrance Exam. Note that Chemistry reactions often interacts with Objective-type practice.,,,,,,,1870,2026-07-14 16:16:19,7.41
4515,short_note,Cybersecurity,0.348,16,,**Key Insight:** Password managers is essential for mastering Cybersecurity. Note that VPNs often interacts with Encryption.,,,,,,,484,2026-07-09 10:32:23,5.12
4516,short_note,Programming Fundamentals,0.747,16,,**Key Insight:** Python is essential for mastering Programming Fundamentals. Note that OOP often interacts with Recursion.,,,,,,,1186,2026-07-11 08:13:55,5.99
4517,text_content,Strategic Management,0.775,45,Deep Dive: Understanding SWOT analysis in Strategic Management,"In the field of Strategic Management, SWOT analysis stands out as a pivotal concept. Researchers have long studied how SWOT analysis influences Market penetration. Recent advancements suggest that integrating Porter's five forces can lead to significant improvements.",,,,,,,1638,2026-07-16 04:47:28,17.03
4518,flashcard,Environmental Science,0.265,15,,,Define Biodiversity tracking.,Biodiversity tracking refers to the process of Carbon cycle within Environmental Science.,,,,4.98,1369,2026-07-16 03:09:15,4.63
4519,flashcard,Robotics,0.78,14,,,Define ROS basics.,ROS basics refers to the process of Drone building within Robotics.,,,,6.81,45,2026-06-26 09:04:12,5.31
4520,mcq,Machine Learning,0.432,47,,Which of the following best describes Supervised learning in the context of Machine Learning?,,,"['It directly relates to LLMs and determines Regression.', 'It is unrelated to LLMs but affects Decision trees.', 'It is a deprecated concept in modern Machine Learning.', 'It only applies when Regression is zero.']",0.0,Supervised learning is fundamental because it governs LLMs.,,721,2026-07-14 14:23:55,15.59
4521,text_content,Organic Chemistry,0.371,43,Deep Dive: Understanding Functional groups in Organic Chemistry,"In the field of Organic Chemistry, Functional groups stands out as a pivotal concept. Researchers have long studied how Functional groups influences Resonance structures. Recent advancements suggest that integrating Hydrocarbons can lead to significant improvements.",,,,,,,858,2026-07-11 15:45:29,13.9
4522,mcq,Machine Learning,0.929,42,,What is the primary function of LightGBM?,,,"['It only applies when Regression is zero.', 'It directly relates to Supervised learning and determines Regression.', 'It is unrelated to Supervised learning but affects Decision trees.', 'It is a deprecated concept in modern Machine Learning.']",1.0,LightGBM is fundamental because it governs Supervised learning.,,1820,2026-07-01 11:55:17,16.77
4523,mcq,Discrete Mathematics,0.65,43,,What is the primary function of Set theory?,,,"['It directly relates to Combinatorics and determines Graph theory.', 'It is a deprecated concept in modern Discrete Mathematics.', 'It is unrelated to Combinatorics but affects Boolean algebra.', 'It only applies when Graph theory is zero.']",0.0,Set theory is fundamental because it governs Combinatorics.,,211,2026-07-14 15:40:43,15.54
4524,mcq,Genetics,0.634,42,,How does CRISPR influence DNA replication?,,,"['It directly relates to DNA replication and determines Mendelian laws.', 'It is a deprecated concept in modern Genetics.', 'It only applies when Mendelian laws is zero.', 'It is unrelated to DNA replication but affects RNA transcription.']",0.0,CRISPR is fundamental because it governs DNA replication.,,757,2026-07-11 21:52:03,15.08
4525,flashcard,Web Development,0.586,15,,,Define Full-stack projects.,Full-stack projects refers to the process of REST APIs within Web Development.,,,,7.98,85,2026-07-14 21:42:57,5.29
4526,mcq,Fashion & Style,0.297,44,,"In Fashion & Style, which principle explains Seasonal trends?",,,"['It only applies when Wardrobe basics is zero.', 'It is unrelated to Thrifting but affects Thrifting.', 'It directly relates to Thrifting and determines Wardrobe basics.', 'It is a deprecated concept in modern Fashion & Style.']",2.0,Seasonal trends is fundamental because it governs Thrifting.,,1834,2026-07-09 04:48:17,13.78
4527,flashcard,C Programming,0.263,12,,,Define Structs.,Structs refers to the process of Pointers within C Programming.,,,,6.06,232,2026-07-13 06:50:14,3.7
4528,flashcard,C Programming,0.398,14,,,Define Preprocessor directives.,Preprocessor directives refers to the process of Pointers within C Programming.,,,,5.69,1291,2026-07-07 09:38:05,4.58
4529,text_content,Computer Vision,0.719,41,Deep Dive: Understanding OpenCV in Computer Vision,"In the field of Computer Vision, OpenCV stands out as a pivotal concept. Researchers have long studied how OpenCV influences Convolutional layers. Recent advancements suggest that integrating Image segmentation can lead to significant improvements.",,,,,,,1107,2026-07-12 14:22:00,15.2
4530,flashcard,Gaming & Esports,0.665,18,,,Define Console vs PC.,Console vs PC refers to the process of Esports tournaments within Gaming & Esports.,,,,3.71,603,2026-07-05 21:21:03,6.54
4531,short_note,Corporate Finance,0.717,19,,**Key Insight:** Capital budgeting is essential for mastering Corporate Finance. Note that Portfolio diversification often interacts with Valuation basics.,,,,,,,1488,2026-07-16 04:03:12,7.04
4532,text_content,Psychology & Human Behavior,0.909,48,Deep Dive: Understanding Cognitive bias in Psychology & Human Behavior,"In the field of Psychology & Human Behavior, Cognitive bias stands out as a pivotal concept. Researchers have long studied how Cognitive bias influences Classical conditioning. Recent advancements suggest that integrating Habit formation can lead to significant improvements.",,,,,,,1101,2026-07-15 23:20:37,19.04
4533,flashcard,Nutrition & Diet,0.866,17,,,Define Meal prep.,Meal prep refers to the process of Reading food labels within Nutrition & Diet.,,,,3.17,1390,2026-07-15 16:21:32,6.64
4534,mcq,Mobile App Development,0.844,47,,How does React Native influence App Store guidelines?,,,"['It only applies when Push notifications is zero.', 'It is unrelated to App Store guidelines but affects Flutter.', 'It directly relates to App Store guidelines and determines Push notifications.', 'It is a deprecated concept in modern Mobile App Development.']",2.0,React Native is fundamental because it governs App Store guidelines.,,549,2026-07-11 11:23:15,18.22
4535,mcq,Sports Science,0.891,43,,"In Sports Science, which principle explains Kinematics?",,,"['It directly relates to Ball trajectory and determines Aerobic threshold.', 'It is a deprecated concept in modern Sports Science.', 'It is unrelated to Ball trajectory but affects Biomechanics.', 'It only applies when Aerobic threshold is zero.']",0.0,Kinematics is fundamental because it governs Ball trajectory.,,631,2026-06-25 17:42:52,16.95
4536,flashcard,Nepali Literature,0.448,13,,,Define Parijat.,Parijat refers to the process of Muna Madan within Nepali Literature.,,,,3.78,1512,2026-07-14 13:57:06,4.34
4537,mcq,Classical Mechanics,0.4,38,,How does Vector math influence Kinematics?,,,"['It only applies when Friction is zero.', 'It is a deprecated concept in modern Classical Mechanics.', 'It is unrelated to Kinematics but affects Torque.', 'It directly relates to Kinematics and determines Friction.']",3.0,Vector math is fundamental because it governs Kinematics.,,965,2026-07-07 22:05:05,12.43
4538,short_note,Real Estate & Property,0.925,22,,**Key Insight:** Property investment is essential for mastering Real Estate & Property. Note that Renting vs buying often interacts with Home loans.,,,,,,,820,2026-07-02 09:36:17,8.77
4539,short_note,Java Programming,0.655,18,,**Key Insight:** Collections framework is essential for mastering Java Programming. Note that Spring Boot often interacts with JDBC.,,,,,,,483,2026-07-14 15:35:06,6.52
4540,flashcard,Cryptocurrency & Web3,0.789,16,,,Define Smart contracts.,Smart contracts refers to the process of Bitcoin basics within Cryptocurrency & Web3.,,,,7.96,1084,2026-07-15 16:04:11,6.09
4541,flashcard,AI,0.68,13,,,Define Artificial Intelligence.,Artificial Intelligence refers to the process of ai within AI.,,,,3.34,1054,2026-07-15 22:28:34,4.75
4542,short_note,Cultural Tourism,0.907,19,,**Key Insight:** Pashupatinath heritage is essential for mastering Cultural Tourism. Note that Lumbini pilgrimage often interacts with Buddhist circuits.,,,,,,,963,2026-07-15 05:31:08,7.53
4543,flashcard,Nutrition & Diet,0.481,15,,,Define Macros.,Macros refers to the process of Reading food labels within Nutrition & Diet.,,,,7.37,1390,2026-07-11 23:28:52,5.08
4544,short_note,Football (Soccer),0.604,19,,**Key Insight:** Tactics breakdown is essential for mastering Football (Soccer). Note that Transfer news often interacts with Fantasy leagues.,,,,,,,1650,2026-07-02 05:02:34,6.75
4545,mcq,Skincare & Grooming,0.517,45,,How does Ingredient guides influence Routine building?,,,"['It is unrelated to Routine building but affects Routine building.', 'It is a deprecated concept in modern Skincare & Grooming.', 'It only applies when Sunscreen myths is zero.', 'It directly relates to Routine building and determines Sunscreen myths.']",3.0,Ingredient guides is fundamental because it governs Routine building.,,1086,2026-06-26 23:39:54,15.44
4546,flashcard,E-commerce & Online Business,0.419,17,,,Define Ad campaigns.,Ad campaigns refers to the process of Shopify setup within E-commerce & Online Business.,,,,6.88,1991,2026-07-15 14:26:29,5.61
4547,mcq,Electronics & Circuits,0.79,40,,How does Arduino projects influence Breadboarding?,,,"[""It is unrelated to Breadboarding but affects Ohm's law."", 'It directly relates to Breadboarding and determines Sensors.', 'It is a deprecated concept in modern Electronics & Circuits.', 'It only applies when Sensors is zero.']",1.0,Arduino projects is fundamental because it governs Breadboarding.,,1545,2026-07-05 22:50:16,15.22
4548,short_note,Classical Physics,0.68,17,,**Key Insight:** Electromagnetism is essential for mastering Classical Physics. Note that Optics often interacts with Nuclear physics.,,,,,,,1670,2026-07-14 14:52:05,6.21
4549,text_content,Agronomy,0.904,42,Deep Dive: Understanding Irrigation efficiency in Agronomy,"In the field of Agronomy, Irrigation efficiency stands out as a pivotal concept. Researchers have long studied how Irrigation efficiency influences Soil nutrients. Recent advancements suggest that integrating Urban farming can lead to significant improvements.",,,,,,,335,2026-07-11 01:58:14,16.63
4550,short_note,Embedded Systems,0.91,19,,**Key Insight:** Real-time OS is essential for mastering Embedded Systems. Note that PCB design basics often interacts with Firmware.,,,,,,,267,2026-07-15 00:08:45,7.54
4551,short_note,Software Engineering,0.396,17,,**Key Insight:** Agile/Scrum is essential for mastering Software Engineering. Note that SDLC often interacts with Version control.,,,,,,,1384,2026-07-14 12:35:48,5.56
4552,text_content,Architecture,0.787,42,Deep Dive: Understanding Sustainable design in Architecture,"In the field of Architecture, Sustainable design stands out as a pivotal concept. Researchers have long studied how Sustainable design influences Site orientation. Recent advancements suggest that integrating Floor planning can lead to significant improvements.",,,,,,,1875,2026-07-15 17:31:20,15.96
4553,flashcard,Discrete Mathematics,0.824,14,,,Define Graph theory.,Graph theory refers to the process of Combinatorics within Discrete Mathematics.,,,,6.41,1624,2026-07-13 02:03:24,5.39
4554,flashcard,Cinema Studies,0.554,15,,,Define Color grading.,Color grading refers to the process of Screenplay structure within Cinema Studies.,,,,4.18,362,2026-06-16 20:36:28,5.22
4555,mcq,E-commerce & Online Business,0.654,46,,What is the primary function of Dropshipping?,,,"['It is unrelated to Ad campaigns but affects Ad campaigns.', 'It only applies when Shopify setup is zero.', 'It directly relates to Ad campaigns and determines Shopify setup.', 'It is a deprecated concept in modern E-commerce & Online Business.']",2.0,Dropshipping is fundamental because it governs Ad campaigns.,,178,2026-07-13 03:41:13,16.65
4556,short_note,Genetics,0.765,17,,**Key Insight:** DNA replication is essential for mastering Genetics. Note that CRISPR often interacts with Mendelian laws.,,,,,,,1197,2026-07-03 15:38:35,6.41
4557,flashcard,Fluid Mechanics,0.552,13,,,Define Viscosity.,Viscosity refers to the process of Pipe flow within Fluid Mechanics.,,,,5.86,520,2026-07-16 08:39:59,4.52
4558,short_note,Linguistics,0.466,18,,**Key Insight:** Syntax trees is essential for mastering Linguistics. Note that Language learning tips often interacts with Morphology.,,,,,,,1714,2026-07-01 11:02:44,6.05
4559,flashcard,Mobile App Development,0.73,17,,,Define Push notifications.,Push notifications refers to the process of App Store guidelines within Mobile App Development.,,,,7.8,1539,2026-07-09 15:15:52,6.33
4560,mcq,MERN Stack,0.605,44,,"In MERN Stack, which principle explains Middleware?",,,"['It only applies when MongoDB schemas is zero.', 'It directly relates to API design and determines MongoDB schemas.', 'It is a deprecated concept in modern MERN Stack.', 'It is unrelated to API design but affects Express routing.']",1.0,Middleware is fundamental because it governs API design.,,1217,2026-07-14 21:27:55,15.63
4561,flashcard,Mechanical Engineering,0.363,15,,,Define Machine design.,Machine design refers to the process of CAD modeling within Mechanical Engineering.,,,,7.63,789,2026-07-07 03:30:33,4.83
